1.493535400000000024e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.480606099999999969e+01 4.193599276000048448e-03 nan
1.467676799999999915e+01 1.342711807400009949e-02 1.856001092999999894e-02
1.454747500000000038e+01 2.761308019800001734e-02 3.067140097400000015e-02
1.441818199999999983e+01 4.298714114800006314e-02 3.837647640199999544e-02
1.428888899999999929e+01 5.463772762400009864e-02 4.417882506400000464e-02
1.415959600000000052e+01 6.105527773000019032e-02 4.907940408800000320e-02
1.403030299999999997e+01 6.528831299600013072e-02 5.395703853600000016e-02
1.390100999999999942e+01 7.114324297800000974e-02 5.888199617199999653e-02
1.377171700000000065e+01 7.929669366200009506e-02 6.341307191999999426e-02
1.364242400000000011e+01 8.702471366600006419e-02 6.735571489600000739e-02
1.351313099999999956e+01 9.081534882600006409e-02 7.078353894799999102e-02
1.338383800000000079e+01 8.870540385800007588e-02 7.395586558600000804e-02
1.325454500000000024e+01 8.033254566600012136e-02 7.718268559199999157e-02
1.312525300000000072e+01 6.611288369600010206e-02 8.056366446799999304e-02
1.299596000000000018e+01 4.726032942200009135e-02 8.392384982199999066e-02
1.286666699999999963e+01 2.601317403400005279e-02 8.707490492599999354e-02
1.273737400000000086e+01 4.949814260000073851e-03 9.010478398799999511e-02
1.260808100000000032e+01 -1.411975746199989334e-02 9.295134544799998899e-02
1.247878799999999977e+01 -3.040825536799984796e-02 9.539637682799999296e-02
1.234949499999999922e+01 -4.319627139799986359e-02 9.747931411800001000e-02
1.222020200000000045e+01 -5.086812499199988569e-02 9.940737552000000754e-02
1.209090899999999991e+01 -5.142668201399991368e-02 1.013359149340000015e-01
1.196161599999999936e+01 -4.411787853399995463e-02 1.034276954460000009e-01
1.183232300000000059e+01 -3.026771983999987370e-02 1.055930898060000039e-01
1.170303000000000004e+01 -1.263194511199994263e-02 1.075973941219999924e-01
1.157373699999999950e+01 5.516258480000035824e-03 1.095445760039999994e-01
1.144444400000000073e+01 2.099882815400011538e-02 1.116339664560000028e-01
1.131515199999999943e+01 3.181361064800003469e-02 1.137580127780000033e-01
1.118585900000000066e+01 3.792834015200008402e-02 1.158158544379999932e-01
1.105656600000000012e+01 4.050434682000003672e-02 1.177592122239999872e-01
1.092727299999999957e+01 4.053183251000003207e-02 1.194834015079999923e-01
1.079798000000000080e+01 3.786978368200011325e-02 1.209884222899999945e-01
1.066868700000000025e+01 3.079735713600006974e-02 1.224286724459999892e-01
1.053939399999999971e+01 1.692497088400013450e-02 1.238192093540000094e-01
1.041010099999999916e+01 -4.716783409999925070e-03 1.251459316600000149e-01
1.028080800000000039e+01 -3.221275066799988984e-02 1.264912964340000057e-01
1.015151499999999984e+01 -6.079691224399996763e-02 1.278648639159999933e-01
1.002222199999999930e+01 -8.483828677799987172e-02 1.292699801899999945e-01
9.892929000000000528e+00 -1.012668421999999291e-01 1.308196950939999881e-01
9.763635999999999981e+00 -1.111982585179999150e-01 1.324740946259999885e-01
9.634342999999999435e+00 -1.177271854199999357e-01 1.341158268399999798e-01
9.505050999999999917e+00 -1.224903359939998326e-01 1.358146814879999942e-01
9.375757999999999370e+00 -1.247606539879999588e-01 1.376731921440000062e-01
9.246465000000000600e+00 -1.229712160659999221e-01 1.395135383440000154e-01
9.117172000000000054e+00 -1.157360264339998279e-01 1.411304139339999986e-01
8.987878999999999508e+00 -1.010357233979998215e-01 1.426935131740000029e-01
8.858586000000000737e+00 -7.500056081199990565e-02 1.443954748999999871e-01
8.729293000000000191e+00 -3.255357322399987652e-02 1.461323315020000013e-01
8.599999999999999645e+00 2.961547246600004790e-02 1.478295131079999936e-01
8.470707000000000875e+00 1.096246430140001005e-01 1.496081957599999790e-01
8.341414000000000328e+00 1.990537570400000567e-01 1.514698134939999885e-01
8.212120999999999782e+00 2.852550950360002169e-01 1.533352553239999971e-01
8.082827999999999236e+00 3.563149249199999424e-01 1.551978290819999995e-01
7.953534999999999577e+00 4.052497303780000504e-01 1.570274200119999852e-01
7.824241999999999919e+00 4.312738986880000347e-01 1.587518483019999815e-01
7.694949000000000261e+00 4.384283042920000817e-01 1.602597371559999762e-01
7.565656999999999854e+00 4.327108027600001794e-01 1.614750826659999972e-01
7.436364000000000196e+00 4.191326328939999346e-01 1.625714031879999799e-01
7.307070999999999650e+00 4.002102888680001413e-01 1.637602190319999984e-01
7.177777999999999992e+00 3.768840202860002098e-01 1.650326869759999870e-01
7.048485000000000333e+00 3.507857601160000449e-01 1.663457859399999905e-01
6.919191999999999787e+00 3.250161331959999789e-01 1.677762368500000101e-01
6.789899000000000129e+00 3.026690721960001440e-01 1.693135234419999857e-01
6.660605999999999582e+00 2.851927144700001637e-01 1.707578366999999986e-01
6.531312999999999924e+00 2.722469544800001362e-01 1.720009069060000062e-01
6.402020000000000266e+00 2.634367153080000579e-01 1.732303537699999840e-01
6.272726999999999720e+00 2.613138640160000969e-01 1.746280608580000060e-01
6.143434000000000061e+00 2.725060369839999996e-01 1.761345156759999975e-01
6.014141000000000403e+00 3.040397716060001532e-01 1.776832745559999982e-01
5.884847999999999857e+00 3.573837597520002074e-01 1.792678843359999941e-01
5.755556000000000338e+00 4.250219797400001109e-01 1.808993392919999998e-01
5.626262999999999792e+00 4.918700458920002294e-01 1.826890162200000001e-01
5.496970000000000134e+00 5.415331026320000518e-01 1.846553185819999887e-01
5.367676999999999587e+00 5.636284903140000857e-01 1.867320417159999968e-01
5.238383999999999929e+00 5.559802983140000876e-01 1.887695678659999932e-01
5.109091000000000271e+00 5.210918754760001104e-01 1.904944741679999998e-01
4.979797999999999725e+00 4.624438661780001514e-01 1.917638350339999909e-01
4.850505000000000067e+00 3.835922016880000118e-01 1.927122108419999924e-01
4.721212000000000408e+00 2.885677181960000226e-01 1.935243532300000013e-01
4.591918999999999862e+00 1.821677441340000536e-01 1.943094879399999975e-01
4.462626000000000204e+00 7.010476190800007945e-02 1.951005977999999974e-01
4.333332999999999657e+00 -4.124526541999995466e-02 1.959125011819999873e-01
4.204039999999999999e+00 -1.459549890499999281e-01 1.967879801599999867e-01
4.074747000000000341e+00 -2.403085826999998842e-01 1.977530863879999878e-01
3.945454999999999934e+00 -3.247761711719999167e-01 1.989125044939999976e-01
3.816161999999999832e+00 -4.051182770779999109e-01 2.004263684979999960e-01
3.686869000000000174e+00 -4.895416494399998930e-01 2.023357874320000083e-01
3.557576000000000072e+00 -5.796359171639998698e-01 2.043577781919999892e-01
3.428282999999999969e+00 -6.607029282679999227e-01 2.060150457959999959e-01
3.298989999999999867e+00 -6.973786379739999042e-01 2.070497027700000103e-01
3.169697000000000209e+00 -6.285919941559998669e-01 2.077987475739999923e-01
3.040404000000000106e+00 -3.682795652799998876e-01 2.085030982559999968e-01
2.911111000000000004e+00 1.731545888680001699e-01 2.092069709259999910e-01
2.781817999999999902e+00 1.061912740227999974e+00 2.108666285899999937e-01
2.652524999999999800e+00 2.331716245339999993e+00 2.168444076559999933e-01
2.523232000000000141e+00 3.992103594657999910e+00 2.317218141379999985e-01
2.393939000000000039e+00 6.039328369131998997e+00 2.582567382700000080e-01
2.264645999999999937e+00 8.458710820242000494e+00 2.955588827020000364e-01
